Type,Slice,X,Y,Value,C-pos,Z-pos,T-pos,X(micron),Y(micron),Z(micron)
1,1,25,360,127.000000,1,1,1,28.437,409.492,0.000
1,1,47,153,119.000000,1,1,1,53.461,174.034,0.000
1,1,164,116,34.000000,1,1,1,186.546,131.947,0.000
1,1,7,42,98.000000,1,1,1,7.962,47.774,0.000
1,1,5,98,56.000000,1,1,1,5.687,111.473,0.000
1,1,3,403,122.000000,1,1,1,3.412,458.403,0.000
1,1,128,334,153.000000,1,1,1,145.597,379.917,0.000
1,1,119,265,157.000000,1,1,1,135.360,301.431,0.000
1,1,96,127,88.000000,1,1,1,109.198,144.460,0.000
1,1,162,172,123.000000,1,1,1,184.271,195.646,0.000
1,1,2,255,77.000000,1,1,1,2.275,290.057,0.000
1,1,11,240,61.000000,1,1,1,12.512,272.994,0.000
1,1,193,563,37.000000,1,1,1,219.533,640.399,0.000
1,1,172,190,112.000000,1,1,1,195.646,216.121,0.000
2,1,3,405,138.000000,1,1,1,3.412,460.678,0.000
2,1,194,565,13.000000,1,1,1,220.670,642.674,0.000
