Type,Slice,X,Y,Value,C-pos,Z-pos,T-pos,X(micron),Y(micron),Z(micron)
1,1,152,205,112.000000,1,1,1,172.896,233.183,0.000
1,1,175,145,131.000000,1,1,1,199.058,164.934,0.000
1,1,105,229,13.000000,1,1,1,119.435,260.482,0.000
1,1,54,128,79.000000,1,1,1,61.424,145.597,0.000
1,1,125,39,59.000000,1,1,1,142.185,44.362,0.000
1,1,18,40,160.000000,1,1,1,20.475,45.499,0.000
1,1,7,158,83.000000,1,1,1,7.962,179.721,0.000
1,1,158,298,125.000000,1,1,1,179.721,338.968,0.000
1,1,111,325,156.000000,1,1,1,126.260,369.680,0.000
1,1,135,132,59.000000,1,1,1,153.559,150.147,0.000
1,1,162,424,208.000000,1,1,1,184.271,482.290,0.000
1,1,50,374,30.000000,1,1,1,56.874,425.416,0.000
1,1,95,458,154.000000,1,1,1,108.060,520.964,0.000
1,1,120,516,108.000000,1,1,1,136.497,586.938,0.000
1,1,175,381,30.000000,1,1,1,199.058,433.379,0.000
2,1,121,518,108.000000,1,1,1,137.635,589.213,0.000
2,1,164,426,18.000000,1,1,1,186.546,484.565,0.000
2,1,179,382,7.000000,1,1,1,203.608,434.516,0.000
