Type,Slice,X,Y,Value,C-pos,Z-pos,T-pos,X(micron),Y(micron),Z(micron)
1,1,153,62,59.000000,1,1,1,174.034,70.524,0.000
1,1,115,100,73.000000,1,1,1,130.810,113.748,0.000
1,1,79,294,87.000000,1,1,1,89.861,334.418,0.000
1,1,152,411,8.000000,1,1,1,172.896,467.503,0.000
1,1,55,501,89.000000,1,1,1,62.561,569.876,0.000
1,1,69,581,59.000000,1,1,1,78.486,660.874,0.000
1,1,75,686,76.000000,1,1,1,85.311,780.309,0.000
1,1,188,690,47.000000,1,1,1,213.846,784.859,0.000
1,1,9,67,10.000000,1,1,1,10.237,76.211,0.000
1,1,115,363,133.000000,1,1,1,130.810,412.904,0.000
2,1,152,412,8.000000,1,1,1,172.896,468.640,0.000
2,1,55,501,89.000000,1,1,1,62.561,569.876,0.000
2,1,74,684,158.000000,1,1,1,84.173,778.034,0.000
2,1,190,688,9.000000,1,1,1,216.121,782.584,0.000
