Type,Slice,X,Y,Value,C-pos,Z-pos,T-pos,X(micron),Y(micron),Z(micron)
1,1,47,89,130.000000,1,1,1,53.461,101.235,0.000
1,1,65,353,119.000000,1,1,1,73.936,401.529,0.000
1,1,88,529,103.000000,1,1,1,100.098,601.724,0.000
1,1,83,463,71.000000,1,1,1,94.411,526.651,0.000
1,1,97,216,114.000000,1,1,1,110.335,245.695,0.000
1,1,93,627,66.000000,1,1,1,105.785,713.197,0.000
1,1,129,488,232.000000,1,1,1,146.734,555.088,0.000
1,1,153,444,32.000000,1,1,1,174.034,505.039,0.000
1,1,62,562,135.000000,1,1,1,70.524,639.261,0.000
1,1,31,37,199.000000,1,1,1,35.262,42.087,0.000
1,1,121,41,165.000000,1,1,1,137.635,46.636,0.000
2,1,64,351,116.000000,1,1,1,72.798,399.254,0.000
2,1,153,445,46.000000,1,1,1,174.034,506.176,0.000
2,1,129,489,226.000000,1,1,1,146.734,556.225,0.000
2,1,84,462,68.000000,1,1,1,95.548,525.514,0.000
2,1,86,528,53.000000,1,1,1,97.823,600.587,0.000
2,1,94,629,40.000000,1,1,1,106.923,715.472,0.000
