Type,Slice,X,Y,Value,C-pos,Z-pos,T-pos,X(micron),Y(micron),Z(micron)
1,1,23,175,73.000000,1,1,1,26.293,200.057,0.000
1,1,125,53,164.000000,1,1,1,142.898,60.589,0.000
1,1,167,171,94.000000,1,1,1,190.912,195.485,0.000
1,1,190,181,195.000000,1,1,1,217.205,206.916,0.000
1,1,77,290,19.000000,1,1,1,88.025,331.524,0.000
1,1,87,480,94.000000,1,1,1,99.457,548.729,0.000
1,1,30,485,68.000000,1,1,1,34.296,554.445,0.000
1,1,76,593,182.000000,1,1,1,86.882,677.909,0.000
1,1,105,621,184.000000,1,1,1,120.034,709.918,0.000
1,1,115,478,35.000000,1,1,1,131.466,546.442,0.000
1,1,2,69,15.000000,1,1,1,2.286,78.880,0.000
2,1,113,478,37.000000,1,1,1,129.180,546.442,0.000
2,1,192,183,89.000000,1,1,1,219.492,209.203,0.000
2,1,86,481,111.000000,1,1,1,98.314,549.872,0.000
2,1,75,593,112.000000,1,1,1,85.739,677.909,0.000
2,1,107,622,106.000000,1,1,1,122.321,711.061,0.000
