Slice,Type 1,Type 2,Type 3,Type 4,Type 5,Type 6,Type 7,Type 8,,C-pos,Z-pos,T-pos
1,13,7,0,0,0,0,0,0,1,1,1
2,0,0,0,0,0,0,0,0,2,1,1
3,0,0,0,0,0,0,0,0,3,1,1
4,0,0,0,0,0,0,0,0,4,1,1

Total,13,7,0,0,0,0,0,0
